route_key,window_start,window_end,precipitation_sum_json,windspeed_max_json,api_call_timestamp
HUB04-HUB06,2024-09-04,2024-09-06,"[0.4, 0.0, 0.0]","[8.8, 13.4, 20.3]",2026-08-14 06:28:39.564105
HUB10-HUB03,2024-09-25,2024-09-29,"[0.6, 0.8, 0.1, 0.6, 0.0]","[16.2, 19.7, 21.0, 20.3, 6.5]",2026-08-14 06:28:39.564296
HUB18-HUB02,2025-05-23,2025-05-24,"[22.6, 1.0]","[11.8, 25.7]",2026-08-14 06:28:39.564426
HUB13-HUB08,2023-01-27,2023-01-31,"[0.9, 1.5, 1.2, 0.5, 0.7]","[14.0, 18.1, 16.0, 15.1, 14.9]",2026-08-14 06:28:39.564650
HUB09-HUB15,2023-01-13,2023-01-15,"[0.0, 0.4, 13.1]","[7.7, 23.0, 19.2]",2026-08-14 06:28:39.564802
HUB12-HUB06,2023-01-23,2023-01-28,"[0.0, 0.0, 1.1, 1.2, 0.2, 0.0]","[16.4, 13.6, 15.3, 11.9, 18.2, 16.1]",2026-08-14 06:28:39.564987
HUB14-HUB12,2025-12-02,2025-12-04,"[0.0, 0.1, 0.0]","[29.9, 30.3, 18.5]",2026-08-14 06:28:39.565152
HUB13-HUB18,2023-06-18,2023-06-20,"[23.4, 5.1, 0.7]","[17.9, 8.5, 12.2]",2026-08-14 06:28:39.565305
HUB02-HUB18,2025-06-27,2025-06-28,"[0.6, 50.4]","[14.4, 16.2]",2026-08-14 06:28:39.565432
HUB10-HUB02,2023-08-04,2023-08-07,"[1.2, 61.8, 0.0, 2.6]","[15.4, 15.3, 11.9, 3.5]",2026-08-14 06:28:39.565586
HUB17-HUB14,2025-09-17,2025-09-18,"[1.5, 35.9]","[23.3, 10.6]",2026-08-14 06:28:39.565718
HUB12-HUB02,2023-10-22,2023-10-24,"[1.5, 0.0, 0.0]","[16.6, 13.4, 17.8]",2026-08-14 06:28:39.565853
HUB07-HUB09,2023-06-15,2023-06-17,"[0.3, 0.0, 0.0]","[13.5, 11.8, 7.1]",2026-08-14 06:28:39.565987
HUB11-HUB14,2025-06-08,2025-06-09,"[0.0, 7.6]","[10.9, 8.3]",2026-08-14 06:28:39.566183
HUB13-HUB14,2024-09-29,2024-09-30,"[1.0, 0.5]","[14.3, 8.3]",2026-08-14 06:28:39.566331
HUB02-HUB06,2023-11-15,2023-11-18,"[0.0, 0.3, 0.4, 0.1]","[15.5, 11.9, 14.5, 16.4]",2026-08-14 06:28:39.566483
HUB04-HUB03,2025-12-22,2025-12-23,"[10.9, 0.0]","[16.0, 23.3]",2026-08-14 06:28:39.566622
HUB11-HUB10,2025-06-29,2025-07-02,"[31.4, 0.4, 17.9, 32.1]","[20.9, 10.9, 15.8, 15.7]",2026-08-14 06:28:39.566774
HUB02-HUB07,2024-04-01,2024-04-04,"[0.5, 0.0, 0.0, 0.0]","[13.7, 13.9, 19.8, 20.0]",2026-08-14 06:28:39.566928
HUB09-HUB01,2023-01-09,2023-01-11,"[1.1, 0.0, 0.3]","[11.8, 22.4, 7.6]",2026-08-14 06:28:39.567064
HUB14-HUB16,2023-01-05,2023-01-07,"[0.2, 0.1, 0.3]","[13.2, 13.9, 9.2]",2026-08-14 06:28:39.567230
HUB10-HUB18,2025-02-26,2025-03-02,"[1.1, 0.2, 0.8, 0.0, 0.4]","[15.0, 17.1, 20.1, 25.8, 5.5]",2026-08-14 06:28:39.567391
HUB15-HUB01,2025-09-30,2025-10-02,"[7.3, 0.8, 0.0]","[11.0, 8.9, 12.1]",2026-08-14 06:28:39.567529
HUB02-HUB12,2023-08-25,2023-08-28,"[0.0, 7.1, 0.0, 11.1]","[13.4, 8.6, 12.2, 26.2]",2026-08-14 06:28:39.567687
HUB09-HUB05,2023-08-16,2023-08-17,"[21.7, 0.7]","[13.9, 14.3]",2026-08-14 06:28:39.567813
HUB17-HUB12,2023-11-07,2023-11-09,"[0.9, 0.0, 0.0]","[23.6, 12.0, 11.6]",2026-08-14 06:28:39.567946
HUB11-HUB02,2023-12-19,2023-12-21,"[0.4, 0.0, 1.0]","[30.2, 3.2, 19.6]",2026-08-14 06:28:39.568080
HUB16-HUB14,2025-04-15,2025-04-17,"[0.0, 1.4, 0.6]","[11.3, 17.4, 15.5]",2026-08-14 06:28:39.568250
HUB08-HUB02,2024-09-06,2024-09-08,"[27.7, 9.4, 7.7]","[25.8, 11.9, 4.0]",2026-08-14 06:28:39.568391
HUB01-HUB07,2024-12-06,2024-12-09,"[0.2, 0.6, 0.4, 0.7]","[9.3, 17.1, 16.6, 10.9]",2026-08-14 06:28:39.568542
HUB06-HUB18,2024-04-29,2024-05-01,"[0.4, 0.0, 0.3]","[14.4, 17.3, 16.2]",2026-08-14 06:28:39.568698
HUB17-HUB08,2023-08-05,2023-08-08,"[0.5, 3.9, 0.6, 0.8]","[14.2, 17.4, 16.3, 15.0]",2026-08-14 06:28:39.568844
HUB04-HUB09,2025-11-10,2025-11-13,"[0.2, 0.9, 0.0, 0.2]","[20.9, 14.9, 10.3, 12.9]",2026-08-14 06:28:39.568989
HUB16-HUB08,2023-12-30,2023-12-31,"[0.0, 1.4]","[11.7, 11.3]",2026-08-14 06:28:39.569113
HUB12-HUB04,2024-01-06,2024-01-10,"[0.8, 1.2, 0.0, 0.0, 0.0]","[13.9, 13.5, 11.5, 12.3, 23.3]",2026-08-14 06:28:39.569300
HUB14-HUB15,2023-06-01,2023-06-03,"[26.0, 0.7, 0.2]","[7.9, 10.0, 15.0]",2026-08-14 06:28:39.569440
HUB18-HUB10,2023-12-25,2023-12-29,"[0.0, 0.0, 10.2, 0.0, 1.2]","[17.5, 27.0, 25.2, 8.4, 8.3]",2026-08-14 06:28:39.569606
HUB17-HUB02,2023-05-30,2023-06-02,"[0.1, 0.3, 8.6, 19.3]","[20.8, 17.2, 17.6, 8.7]",2026-08-14 06:28:39.569759
HUB10-HUB11,2025-08-16,2025-08-19,"[4.4, 0.0, 0.0, 30.5]","[12.5, 13.4, 11.7, 22.7]",2026-08-14 06:28:39.569907
HUB12-HUB06,2024-02-26,2024-03-01,"[0.0, 0.9, 0.8, 0.4, 0.0]","[15.3, 13.3, 8.6, 12.2, 8.2]",2026-08-14 06:28:39.570097
HUB03-HUB18,2023-03-20,2023-03-21,"[0.0, 0.0]","[19.7, 28.0]",2026-08-14 06:28:39.570263
HUB03-HUB15,2023-10-14,2023-10-16,"[0.7, 1.6, 0.0]","[14.0, 12.0, 25.7]",2026-08-14 06:28:39.570406
HUB17-HUB12,2025-04-05,2025-04-07,"[0.0, 0.1, 0.4]","[10.0, 12.1, 1.9]",2026-08-14 06:28:39.570549
HUB03-HUB02,2025-09-14,2025-09-15,"[4.7, 4.5]","[13.3, 8.9]",2026-08-14 06:28:39.570691
HUB01-HUB15,2025-06-22,2025-06-24,"[1.8, 0.1, 15.3]","[20.2, 16.7, 13.3]",2026-08-14 06:28:39.570829
HUB02-HUB18,2025-02-26,2025-02-27,"[1.1, 0.5]","[13.1, 6.5]",2026-08-14 06:28:39.570955
HUB01-HUB17,2023-07-04,2023-07-07,"[29.1, 30.9, 56.8, 31.9]","[19.3, 7.0, 9.6, 7.4]",2026-08-14 06:28:39.571100
HUB08-HUB10,2023-03-30,2023-04-02,"[0.1, 0.0, 5.5, 0.7]","[4.1, 2.0, 16.0, 30.3]",2026-08-14 06:28:39.571284
HUB02-HUB12,2023-02-01,2023-02-03,"[0.6, 0.6, 1.9]","[17.9, 13.3, 25.3]",2026-08-14 06:28:39.571423
HUB03-HUB04,2023-04-08,2023-04-09,"[0.0, 0.0]","[18.3, 20.8]",2026-08-14 06:28:39.571548
HUB16-HUB01,2024-12-05,2024-12-07,"[0.0, 0.9, 0.2]","[21.2, 15.4, 15.3]",2026-08-14 06:28:39.571694
HUB01-HUB04,2023-08-08,2023-08-09,"[21.9, 9.6]","[15.1, 21.8]",2026-08-14 06:28:39.571820
HUB03-HUB07,2023-09-23,2023-09-25,"[0.6, None, 0.8]","[14.2, 12.6, 19.8]",2026-08-14 06:28:39.571953
HUB10-HUB04,2024-01-02,2024-01-05,"[0.7, 0.0, 1.6, 0.3]","[2.0, 13.3, 21.1, 20.8]",2026-08-14 06:28:39.572097
HUB04-HUB09,2025-11-16,2025-11-19,"[0.8, 0.0, 0.3, 0.9]","[20.9, 11.0, 8.1, 5.6]",2026-08-14 06:28:39.572299
HUB06-HUB04,2025-11-26,2025-11-28,"[1.1, 0.2, 0.9]","[34.5, 19.3, 19.2]",2026-08-14 06:28:39.572450
HUB09-HUB15,2025-09-06,2025-09-08,"[1.1, 0.0, 0.0]","[14.8, 18.2, 14.1]",2026-08-14 06:28:39.572599
HUB04-HUB10,2025-04-29,2025-05-03,"[5.4, 0.5, 0.0, 0.3, 0.8]","[1.8, 11.7, 23.1, 10.6, 28.4]",2026-08-14 06:28:39.572767
HUB14-HUB02,2023-05-01,2023-05-02,"[0.4, 0.0]","[13.8, 16.5]",2026-08-14 06:28:39.572894
HUB13-HUB15,2023-08-02,2023-08-04,"[29.8, 0.0, 10.9]","[22.8, 7.2, 11.9]",2026-08-14 06:28:39.573029
HUB01-HUB06,2025-06-05,2025-06-08,"[0.9, 0.7, 1.1, 0.1]","[16.3, 16.1, 14.0, 17.1]",2026-08-14 06:28:39.573208
HUB11-HUB03,2025-01-23,2025-01-26,"[0.7, 0.3, 0.0, 14.1]","[23.3, 1.7, 22.5, 9.3]",2026-08-14 06:28:39.573368
HUB06-HUB13,2024-08-07,2024-08-11,"[0.2, 30.1, 0.0, 0.0, 14.2]","[19.4, 5.0, 20.9, 14.8, 3.1]",2026-08-14 06:28:39.573527
HUB10-HUB01,2023-02-26,2023-03-01,"[1.0, 1.3, 0.0, 1.1]","[19.3, 21.2, 12.3, 17.1]",2026-08-14 06:28:39.573687
HUB12-HUB05,2024-10-06,2024-10-11,"[0.0, 5.7, 0.0, 2.1, 4.2, 0.0]","[10.4, 20.0, 18.5, 18.3, 13.6, 19.4]",2026-08-14 06:28:39.573856
HUB07-HUB01,2023-09-08,2023-09-11,"[12.7, 0.0, 2.8, 13.5]","[15.3, 12.0, 21.0, 15.4]",2026-08-14 06:28:39.574008
HUB11-HUB01,2023-08-03,2023-08-06,"[20.7, 3.8, 13.0, 43.8]","[4.9, 15.4, 10.0, 11.1]",2026-08-14 06:28:39.574224
HUB14-HUB03,2023-02-10,2023-02-12,"[0.0, 0.0, 0.7]","[11.2, 22.1, 12.4]",2026-08-14 06:28:39.574376
HUB15-HUB03,2024-01-03,2024-01-05,"[0.0, 0.8, 0.0]","[4.8, 22.5, 6.4]",2026-08-14 06:28:39.574512
HUB03-HUB04,2023-06-06,2023-06-07,"[10.9, 7.3]","[5.7, 6.2]",2026-08-14 06:28:39.574648
HUB10-HUB16,2025-10-31,2025-11-03,"[1.8, 1.2, 0.0, 0.0]","[20.1, 15.0, 14.2, 11.4]",2026-08-14 06:28:39.574797
HUB09-HUB08,2025-12-20,2025-12-21,"[8.0, 0.5]","[17.0, 8.3]",2026-08-14 06:28:39.574923
HUB17-HUB01,2024-09-22,2024-09-25,"[0.0, 1.0, 0.2, 0.0]","[15.3, 17.9, 17.3, 4.3]",2026-08-14 06:28:39.575067
HUB07-HUB14,2024-08-12,2024-08-15,"[14.1, 0.0, 0.4, 0.2]","[11.5, 18.6, 14.7, 11.6]",2026-08-14 06:28:39.575244
HUB05-HUB02,2023-05-18,2023-05-21,"[0.8, 0.3, 0.2, 0.5]","[8.8, 14.6, 26.6, 28.4]",2026-08-14 06:28:39.575403
HUB15-HUB01,2024-09-29,2024-10-01,"[0.3, 0.5, 1.0]","[8.1, 12.0, 14.4]",2026-08-14 06:28:39.575541
HUB08-HUB12,2025-08-12,2025-08-16,"[1.1, 0.0, 12.2, 25.2, 7.5]","[21.7, 21.7, 18.9, 11.1, 14.7]",2026-08-14 06:28:39.575711
HUB04-HUB06,2024-05-25,2024-05-27,"[3.6, 0.0, 0.6]","[18.1, 17.8, 16.2]",2026-08-14 06:28:39.575853
HUB10-HUB17,2023-12-12,2023-12-14,"[0.3, None, 0.1]","[30.5, 24.7, 26.5]",2026-08-14 06:28:39.575989
HUB18-HUB01,2024-10-07,2024-10-08,"[0.0, 0.7]","[17.8, 15.3]",2026-08-14 06:28:39.576112
HUB06-HUB05,2023-05-06,2023-05-07,"[0.4, 6.3]","[8.6, 16.0]",2026-08-14 06:28:39.576271
HUB03-HUB18,2024-03-29,2024-03-30,"[0.7, 0.0]","[18.0, 4.9]",2026-08-14 06:28:39.576397
HUB09-HUB14,2023-06-08,2023-06-10,"[0.0, 1.3, 0.8]","[11.8, 17.7, 14.8]",2026-08-14 06:28:39.576532
HUB08-HUB13,2023-02-16,2023-02-19,"[0.6, 0.2, 0.0, 1.0]","[11.5, 15.3, 10.8, 22.6]",2026-08-14 06:28:39.576694
HUB06-HUB02,2023-06-25,2023-06-28,"[0.3, 0.6, 4.9, 21.3]","[14.9, 2.6, 14.8, 12.5]",2026-08-14 06:28:39.576844
HUB11-HUB04,2025-05-24,2025-05-27,"[0.0, 0.0, 0.0, 0.0]","[29.1, 23.9, 8.6, 21.6]",2026-08-14 06:28:39.576995
HUB01-HUB11,2024-06-11,2024-06-13,"[0.3, 20.1, 9.2]","[20.1, 21.0, 14.7]",2026-08-14 06:28:39.577150
HUB08-HUB02,2024-08-26,2024-08-28,"[0.9, 8.5, 14.1]","[19.6, 13.6, 7.9]",2026-08-14 06:28:39.577300
HUB03-HUB14,2024-12-17,2024-12-19,"[0.4, 0.0, 0.9]","[17.9, 16.8, 18.8]",2026-08-14 06:28:39.577438
HUB16-HUB06,2023-04-21,2023-04-23,"[0.0, 0.0, 0.2]","[12.8, 16.9, 13.0]",2026-08-14 06:28:39.577588
HUB10-HUB09,2025-04-16,2025-04-19,"[1.6, 0.4, 0.7, 0.0]","[13.4, 20.6, 13.2, 13.7]",2026-08-14 06:28:39.577744
HUB12-HUB14,2024-08-21,2024-08-23,"[6.9, 0.1, 4.9]","[6.2, 18.3, 24.8]",2026-08-14 06:28:39.577880
HUB11-HUB01,2024-09-18,2024-09-21,"[1.9, 8.2, 12.3, 1.4]","[6.7, 16.0, 5.9, 17.0]",2026-08-14 06:28:39.578025
HUB13-HUB18,2024-06-16,2024-06-18,"[0.0, 0.8, 0.1]","[15.8, 14.6, 23.8]",2026-08-14 06:28:39.578231
HUB13-HUB16,2023-09-29,2023-10-02,"[0.8, 6.1, 5.8, 0.8]","[11.7, 11.0, 15.1, 16.4]",2026-08-14 06:28:39.578384
HUB16-HUB05,2023-11-07,2023-11-09,"[0.6, 0.0, 0.0]","[15.5, 16.3, 16.1]",2026-08-14 06:28:39.578520
HUB12-HUB05,2025-12-23,2025-12-28,"[0.2, 0.0, 0.0, 0.8, 0.0, 0.0]","[16.4, 13.3, 16.3, 15.6, 10.8, 19.5]",2026-08-14 06:28:39.578697
HUB03-HUB15,2025-11-07,2025-11-09,"[0.2, 0.2, 17.5]","[15.2, 19.4, 21.5]",2026-08-14 06:28:39.578839
HUB07-HUB13,2023-06-07,2023-06-12,"[0.0, 29.6, 0.4, 0.6, 1.8, 25.3]","[17.2, 20.1, 9.8, 17.6, 9.3, 16.0]",2026-08-14 06:28:39.579005
HUB09-HUB15,2023-09-04,2023-09-06,"[48.3, 10.8, 0.3]","[17.5, 4.6, 14.4]",2026-08-14 06:28:39.579168
HUB17-HUB10,2023-05-04,2023-05-06,"[17.9, 0.0, 1.1]","[28.0, 10.5, 22.9]",2026-08-14 06:28:39.579324
HUB08-HUB13,2023-01-12,2023-01-16,"[1.2, 0.6, 0.4, 0.0, 0.0]","[21.6, 18.7, 20.5, 12.0, 10.1]",2026-08-14 06:28:39.579481
HUB16-HUB18,2023-03-08,2023-03-09,"[1.6, 3.8]","[7.3, 5.5]",2026-08-14 06:28:39.579617
HUB14-HUB10,2023-11-10,2023-11-13,"[0.0, 0.8, 0.3, 0.0]","[36.5, 22.1, 39.6, 28.4]",2026-08-14 06:28:39.579769
HUB08-HUB09,2024-12-21,2024-12-22,"[0.0, 0.4]","[7.7, 12.7]",2026-08-14 06:28:39.579894
HUB16-HUB17,2023-02-21,2023-02-24,"[0.0, 0.0, 0.1, 0.2]","[20.9, 20.9, 4.2, 20.2]",2026-08-14 06:28:39.580038
HUB09-HUB16,2024-11-22,2024-11-24,"[4.4, 0.0, 0.0]","[13.8, 16.2, 8.3]",2026-08-14 06:28:39.580199
HUB09-HUB12,2025-03-20,2025-03-23,"[0.0, 0.1, 0.0, 0.0]","[10.1, 7.2, 19.6, 5.9]",2026-08-14 06:28:39.580351
HUB03-HUB08,2025-09-15,2025-09-17,"[0.0, 0.9, 0.5]","[16.1, 15.7, 6.7]",2026-08-14 06:28:39.580487
HUB03-HUB10,2024-05-24,2024-05-28,"[32.8, 15.8, 0.0, 1.0, 10.0]","[25.0, 5.9, 36.9, 15.5, 21.2]",2026-08-14 06:28:39.580658
HUB10-HUB13,2024-03-03,2024-03-07,"[1.1, 0.0, 0.5, 4.0, 1.1]","[15.2, 15.2, 12.6, 12.3, 20.5]",2026-08-14 06:28:39.580818
HUB14-HUB11,2025-01-31,2025-02-01,"[0.6, 0.3]","[6.1, 0.8]",2026-08-14 06:28:39.580943
HUB16-HUB09,2025-11-20,2025-11-22,"[0.6, 0.2, 1.1]","[17.9, 14.0, 16.3]",2026-08-14 06:28:39.581076
HUB15-HUB14,2023-04-02,2023-04-03,"[None, 0.0]","[17.0, 12.5]",2026-08-14 06:28:39.581233
HUB09-HUB11,2025-01-11,2025-01-14,"[0.0, 0.2, 0.0, 0.0]","[10.6, 10.2, 0.4, 9.2]",2026-08-14 06:28:39.581383
HUB05-HUB03,2025-05-26,2025-05-28,"[0.3, 0.0, 0.3]","[4.4, 22.4, 8.4]",2026-08-14 06:28:39.581522
HUB08-HUB03,2025-07-09,2025-07-11,"[11.6, 0.0, 22.7]","[0.4, 30.3, 13.7]",2026-08-14 06:28:39.581672
HUB04-HUB15,2025-08-16,2025-08-19,"[1.4, 0.2, 9.5, 6.4]","[13.4, 14.5, 18.0, 13.4]",2026-08-14 06:28:39.581820
HUB10-HUB06,2024-06-07,2024-06-11,"[0.0, 1.0, 0.0, 0.0, 0.2]","[7.4, 17.3, 13.4, 18.8, 16.9]",2026-08-14 06:28:39.581977
HUB03-HUB16,2024-10-07,2024-10-08,"[0.4, 0.4]","[14.7, 15.0]",2026-08-14 06:28:39.582165
HUB14-HUB09,2023-08-12,2023-08-14,"[4.1, 0.2, 44.5]","[16.0, 15.0, 10.7]",2026-08-14 06:28:39.582324
HUB02-HUB07,2023-10-23,2023-10-26,"[10.1, 0.0, 0.6, 0.0]","[21.4, 10.3, 7.0, 19.9]",2026-08-14 06:28:39.582472
HUB08-HUB05,2024-04-26,2024-04-27,"[0.0, 1.0]","[9.4, 16.0]",2026-08-14 06:28:39.582614
HUB06-HUB02,2024-06-26,2024-06-29,"[18.2, 30.1, 0.7, 0.0]","[18.9, 14.1, 24.9, 15.4]",2026-08-14 06:28:39.582767
HUB12-HUB02,2025-10-18,2025-10-20,"[0.6, 1.2, 0.5]","[13.3, 14.9, 18.3]",2026-08-14 06:28:39.582903
HUB13-HUB15,2024-09-12,2024-09-14,"[16.2, 0.8, 14.3]","[6.6, 20.0, 10.6]",2026-08-14 06:28:39.583037
HUB08-HUB14,2024-12-06,2024-12-09,"[0.0, 4.8, 0.0, 0.0]","[18.0, 18.5, 15.9, 16.4]",2026-08-14 06:28:39.583209
HUB06-HUB16,2025-01-15,2025-01-17,"[0.2, 18.9, 1.1]","[16.6, 12.4, 16.5]",2026-08-14 06:28:39.583354
HUB17-HUB15,2023-06-28,2023-06-30,"[20.2, 16.4, 0.7]","[21.3, 11.2, 14.1]",2026-08-14 06:28:39.583489
HUB16-HUB11,2023-07-15,2023-07-17,"[17.4, 19.9, 33.6]","[0.5, 11.4, 19.1]",2026-08-14 06:28:39.583633
HUB16-HUB02,2023-04-29,2023-05-01,"[0.0, 0.4, 0.6]","[3.3, 13.6, 17.6]",2026-08-14 06:28:39.583774
HUB07-HUB14,2024-09-11,2024-09-15,"[0.3, 0.4, 0.0, 0.0, 0.5]","[14.8, 12.3, 17.2, 20.4, 12.7]",2026-08-14 06:28:39.583931
HUB01-HUB11,2024-09-28,2024-09-30,"[0.9, 1.0, 0.2]","[11.3, 13.7, 4.7]",2026-08-14 06:28:39.584070
HUB13-HUB14,2024-06-23,2024-06-24,"[0.4, 22.4]","[12.3, 15.4]",2026-08-14 06:28:39.584226
HUB04-HUB11,2023-06-21,2023-06-24,"[0.0, 0.0, 4.4, 0.0]","[5.4, 8.3, 15.1, 6.3]",2026-08-14 06:28:39.584377
HUB04-HUB06,2025-05-24,2025-05-26,"[0.0, 0.3, 0.0]","[13.2, 9.5, 10.8]",2026-08-14 06:28:39.584515
HUB15-HUB05,2024-08-14,2024-08-16,"[0.5, 0.7, 0.9]","[17.8, 12.5, 12.0]",2026-08-14 06:28:39.584667
HUB03-HUB17,2025-03-04,2025-03-07,"[0.2, 0.2, 0.2, 0.0]","[10.2, 10.8, 18.4, 14.4]",2026-08-14 06:28:39.584817
HUB16-HUB07,2025-04-19,2025-04-21,"[0.0, 0.0, 0.0]","[12.5, 10.9, 14.1]",2026-08-14 06:28:39.584955
HUB05-HUB16,2023-08-04,2023-08-06,"[0.0, 4.3, 24.4]","[9.2, 17.2, 10.8]",2026-08-14 06:28:39.585092
HUB06-HUB04,2023-05-13,2023-05-15,"[0.9, 1.2, 0.4]","[30.4, 37.0, 12.4]",2026-08-14 06:28:39.585261
HUB12-HUB05,2023-08-10,2023-08-15,"[4.9, 0.6, 6.9, 5.3, 0.0, 4.8]","[7.7, 17.2, 16.3, 9.4, 12.1, 14.4]",2026-08-14 06:28:39.585437
HUB13-HUB04,2024-09-30,2024-10-03,"[0.0, 0.4, 1.0, 0.2]","[3.2, 21.9, 32.8, 15.1]",2026-08-14 06:28:39.585685
HUB12-HUB08,2025-01-27,2025-01-31,"[0.0, 1.0, 0.0, 0.0, 0.4]","[13.4, 17.9, 9.2, 8.4, 16.0]",2026-08-14 06:28:39.585995
HUB10-HUB03,2023-05-01,2023-05-04,"[0.2, 0.5, 9.1, 0.2]","[21.7, 29.9, 22.1, 22.0]",2026-08-14 06:28:39.586330
HUB12-HUB16,2024-01-27,2024-01-30,"[0.7, 0.8, 0.5, 0.0]","[14.2, 7.8, 10.6, 20.2]",2026-08-14 06:28:39.586517
HUB07-HUB17,2023-09-17,2023-09-21,"[0.9, 0.0, 16.5, 0.5, 26.9]","[26.9, 8.9, 2.7, 18.4, 19.5]",2026-08-14 06:28:39.586705
HUB08-HUB06,2023-03-27,2023-03-28,"[0.0, 0.0]","[13.5, 15.4]",2026-08-14 06:28:39.586839
HUB03-HUB02,2023-08-13,2023-08-15,"[17.8, 73.0, 0.0]","[14.8, 16.1, 10.0]",2026-08-14 06:28:39.586980
HUB11-HUB08,2023-06-26,2023-06-29,"[0.0, 7.1, 3.3, 7.2]","[15.7, 14.8, 13.3, 14.4]",2026-08-14 06:28:39.587164
HUB07-HUB01,2024-04-12,2024-04-15,"[0.2, 0.0, 0.7, 1.1]","[9.8, 14.3, 15.7, 6.4]",2026-08-14 06:28:39.587334
HUB17-HUB01,2023-12-05,2023-12-08,"[0.8, 0.5, 0.2, 0.2]","[16.4, 23.9, 21.7, 23.1]",2026-08-14 06:28:39.587482
HUB18-HUB09,2025-11-11,2025-11-13,"[0.0, 0.0, 0.9]","[15.5, 15.9, 18.5]",2026-08-14 06:28:39.587629
HUB02-HUB12,2024-08-08,2024-08-10,"[35.1, 0.0, 0.1]","[20.2, 17.5, 8.7]",2026-08-14 06:28:39.587771
HUB12-HUB09,2023-02-21,2023-02-25,"[0.4, 6.1, 0.2, 0.5, 1.2]","[11.7, 23.4, 16.9, 15.7, 16.4]",2026-08-14 06:28:39.587926
HUB02-HUB12,2025-02-08,2025-02-10,"[4.6, 0.0, 0.4]","[8.1, 27.4, 23.0]",2026-08-14 06:28:39.588063
HUB07-HUB08,2023-02-08,2023-02-09,"[0.4, 4.7]","[15.2, 15.4]",2026-08-14 06:28:39.588220
HUB09-HUB18,2025-01-31,2025-02-02,"[0.9, 0.0, 0.1]","[10.8, 12.1, 6.7]",2026-08-14 06:28:39.588361
HUB06-HUB13,2024-11-29,2024-12-02,"[0.0, 0.3, 11.1, 0.7]","[16.7, 22.7, 13.9, 16.3]",2026-08-14 06:28:39.588509
HUB15-HUB03,2024-04-21,2024-04-23,"[0.0, 0.4, 0.6]","[24.4, 10.1, 11.0]",2026-08-14 06:28:39.588666
HUB01-HUB18,2024-01-27,2024-01-28,"[0.0, 0.1]","[18.0, 5.0]",2026-08-14 06:28:39.588792
HUB16-HUB17,2024-04-02,2024-04-04,"[0.0, 0.1, 11.0]","[18.6, 9.0, 18.3]",2026-08-14 06:28:39.588934
HUB18-HUB05,2025-01-15,2025-01-17,"[0.7, 1.8, 0.0]","[16.0, 16.6, 12.8]",2026-08-14 06:28:39.589070
HUB14-HUB03,2023-10-09,2023-10-11,"[0.0, 0.8, 1.0]","[12.5, 17.5, 18.8]",2026-08-14 06:28:39.589237
HUB18-HUB08,2024-07-20,2024-07-22,"[0.0, 0.6, 0.0]","[14.8, 14.6, 17.0]",2026-08-14 06:28:39.589377
HUB04-HUB16,2025-12-19,2025-12-21,"[0.0, 0.4, 0.0]","[7.1, 14.3, 16.7]",2026-08-14 06:28:39.589511
HUB12-HUB09,2023-04-23,2023-04-27,"[0.0, 0.0, 0.0, 0.0, 0.2]","[14.0, 19.6, 14.6, 11.5, 9.9]",2026-08-14 06:28:39.589681
HUB14-HUB16,2025-06-28,2025-06-30,"[13.6, 22.8, 2.7]","[16.6, 17.0, 11.8]",2026-08-14 06:28:39.589819
HUB07-HUB16,2024-04-14,2024-04-16,"[6.0, 0.1, 0.5]","[14.8, 11.2, 8.5]",2026-08-14 06:28:39.589957
HUB04-HUB01,2023-12-29,2023-12-30,"[0.7, 0.0]","[9.1, 6.4]",2026-08-14 06:28:39.590142
HUB07-HUB13,2024-08-23,2024-08-28,"[3.0, 27.7, 1.1, 1.2, 0.6, 0.3]","[17.8, 11.4, 18.7, 15.4, 16.3, 13.6]",2026-08-14 06:28:39.590338
HUB01-HUB07,2023-03-26,2023-03-29,"[0.0, 0.8, 0.8, 0.0]","[12.9, 10.2, 8.2, 12.2]",2026-08-14 06:28:39.590489
HUB10-HUB18,2023-03-19,2023-03-23,"[0.7, 0.0, None, 0.3, 0.9]","[5.1, 26.1, 17.2, 9.2, 7.3]",2026-08-14 06:28:39.590656
HUB03-HUB04,2024-02-05,2024-02-06,"[1.3, 0.0]","[6.5, 1.3]",2026-08-14 06:28:39.590785
HUB06-HUB12,2023-02-03,2023-02-08,"[0.0, 0.0, 0.5, 13.3, 0.1, 0.1]","[16.3, 4.1, 16.5, 19.2, 17.6, 16.4]",2026-08-14 06:28:39.590950
HUB18-HUB16,2024-05-14,2024-05-15,"[0.0, 0.3]","[12.0, 17.9]",2026-08-14 06:28:39.591079
HUB02-HUB14,2023-07-26,2023-07-27,"[1.6, 0.5]","[13.4, 4.2]",2026-08-14 06:28:39.591234
HUB13-HUB06,2024-02-07,2024-02-11,"[0.0, 0.0, 1.3, 1.3, 0.0]","[15.4, 11.3, 12.2, 13.6, 17.3]",2026-08-14 06:28:39.591393
HUB05-HUB18,2024-05-26,2024-05-28,"[0.0, 0.1, 0.9]","[21.4, 19.6, 24.7]",2026-08-14 06:28:39.591537
HUB03-HUB10,2023-11-02,2023-11-06,"[0.3, 0.0, 0.7, None, 0.6]","[14.4, 23.8, 16.3, 17.9, 18.1]",2026-08-14 06:28:39.591705
